distance_km,traffic_ratio,weather_severity,vehicle_load,driver_fatigue,historical_delay,hub_congestion,product_type,priority,road_quality,temperature_celsius,precipitation_mm,wind_speed_kmh,is_peak_hour,active_incidents,vehicle_type_risk,actual_delay_minutes
213.82,1.54,0.64,0.7,0.04,2.93,0.81,hazmat,high,0.78,28.4,35.9,37.5,0,0,1.4,32.14
76.21,1.55,0.58,0.33,0.42,7.97,0.79,luxury,standard,0.85,33.3,39.7,30.5,0,2,1.0,15.89
70.36,1.94,0.34,0.86,0.25,1.03,0.31,perishable,standard,0.91,30.3,21.3,14.3,1,0,1.2,15.63
166.41,2.54,0.21,0.51,0.23,4.77,0.01,perishable,high,0.7,25.7,13.0,9.3,0,3,1.2,48.99
163.25,1.2,0.14,0.17,0.3,5.71,0.8,medicine,high,0.68,34.7,11.0,8.3,1,0,1.2,9.05
210.38,1.43,0.17,0.6,0.73,1.3,5.81,hazmat,standard,0.94,28.6,9.9,6.0,0,0,1.4,17.52
66.9,1.44,0.21,0.36,0.13,0.47,0.79,general,standard,0.7,34.1,16.1,8.3,0,0,1.0,7.11
218.78,1.73,0.08,0.63,0.37,1.2,7.2,furniture,low,0.66,30.1,4.9,4.1,0,0,1.0,24.01
197.59,1.34,0.06,0.27,0.46,4.6,2.6,furniture,critical,0.72,32.6,4.1,2.8,0,0,1.0,10.16
102.68,1.2,0.51,0.84,0.54,6.99,0.49,general,standard,0.9,29.8,26.5,23.0,1,0,1.0,18.15
81.13,1.73,0.44,0.26,0.06,0.92,11.57,perishable,standard,0.86,31.5,22.3,22.2,0,1,1.2,21.13
255.43,1.66,0.36,0.48,0.09,0.97,2.94,perishable,high,0.84,31.6,20.8,19.2,1,1,1.2,26.63
82.37,1.32,0.57,0.13,0.13,0.46,7.4,hazmat,high,0.83,31.3,32.4,23.7,0,1,1.4,23.39
184.67,1.62,0.24,0.68,0.1,8.21,3.81,perishable,high,0.93,29.3,16.6,10.6,0,0,1.2,23.58
63.58,3.03,0.26,0.18,0.28,0.58,1.39,luxury,standard,0.86,29.8,13.4,12.6,1,1,1.0,26.18
140.59,2.18,0.38,0.75,0.43,8.72,5.21,luxury,high,0.82,26.7,27.7,14.3,0,1,1.0,20.73
156.86,1.47,0.28,0.7,0.3,10.95,2.63,perishable,high,0.81,24.8,20.4,14.4,0,0,1.2,13.95
95.44,2.13,0.46,0.48,0.36,3.4,11.25,furniture,high,0.91,29.2,25.4,21.9,0,0,1.0,24.65
156.21,1.25,0.75,0.54,0.32,0.89,1.56,general,standard,0.7,34.7,52.8,29.6,0,1,1.0,14.74
121.27,1.09,0.07,0.85,0.62,16.73,6.58,general,standard,0.82,27.7,3.6,4.0,1,1,1.0,7.79
148.3,1.55,0.41,0.33,0.56,14.8,1.15,medicine,standard,0.75,30.9,22.3,23.4,0,0,1.2,21.45
252.44,2.31,0.38,0.67,0.6,1.25,1.65,perishable,standard,0.72,30.0,26.0,20.1,1,0,1.2,75.02
58.12,1.56,0.09,0.62,0.37,1.67,1.34,general,standard,0.74,32.4,5.9,4.7,0,0,1.0,5.48
128.9,1.91,0.11,0.75,0.61,0.51,7.74,medicine,low,0.8,34.5,5.8,5.2,1,0,1.2,34.67
94.21,1.47,0.21,0.46,0.31,7.95,6.59,hazmat,low,0.84,27.9,15.4,8.5,1,0,1.4,23.7
180.33,1.4,0.46,0.89,0.2,5.57,1.95,luxury,standard,0.69,30.0,27.8,21.4,0,1,1.0,17.11
104.59,1.8,0.56,0.31,0.15,0.0,9.72,furniture,high,0.8,28.1,39.1,19.7,1,1,1.0,38.71
31.19,1.66,0.4,0.82,0.62,0.15,5.05,perishable,standard,0.96,26.9,27.9,21.8,1,1,1.2,27.66
228.3,1.51,0.24,0.64,0.35,0.61,0.45,medicine,high,0.79,28.7,17.1,10.4,1,1,1.2,22.93
239.17,1.43,0.07,0.82,0.72,12.96,0.77,medicine,low,0.79,30.7,4.7,3.6,1,3,1.2,26.85
229.49,1.82,0.15,0.97,0.05,0.43,3.2,general,critical,0.92,34.0,10.1,7.9,0,1,1.0,17.98
153.41,1.52,0.53,0.1,0.37,1.7,1.75,general,standard,0.78,27.6,36.0,21.8,0,0,1.0,23.43
249.73,1.69,0.48,0.13,0.39,8.96,6.1,furniture,high,0.68,30.7,31.6,20.2,0,0,1.0,30.47
24.75,1.67,0.27,0.1,0.23,1.73,4.51,hazmat,high,0.71,25.4,17.1,13.1,1,0,1.4,10.46
53.9,1.11,0.06,0.38,0.29,0.45,3.8,general,low,0.74,27.7,3.8,2.7,0,1,1.0,2.73
46.25,1.8,0.32,0.45,0.64,4.84,6.28,luxury,high,0.76,32.6,21.1,17.1,0,1,1.0,14.01
115.2,1.07,0.54,0.44,0.19,4.13,2.48,medicine,standard,0.88,32.2,31.4,25.4,0,2,1.2,18.7
70.65,2.34,0.76,0.14,0.6,5.85,1.19,general,standard,0.92,32.0,54.5,28.6,0,0,1.0,16.56
30.05,1.07,0.46,0.91,0.5,3.41,0.1,hazmat,high,0.73,35.7,24.9,24.9,0,0,1.4,14.56
74.82,1.52,0.05,0.22,0.14,26.54,1.53,general,critical,0.87,36.1,2.6,1.9,0,0,1.0,11.04
80.11,1.19,0.0,0.59,0.4,1.44,3.14,general,standard,0.85,27.7,0.0,0.0,0,0,1.0,5.18
116.32,3.2,0.24,0.91,0.35,2.67,13.97,perishable,critical,0.98,26.1,11.9,11.6,0,0,1.2,42.44
238.18,1.83,0.24,0.59,0.64,1.85,8.84,general,high,0.91,24.6,12.2,11.1,1,0,1.0,23.07
279.55,2.1,0.43,0.43,0.22,8.58,2.38,general,high,0.94,25.9,25.2,15.2,0,0,1.0,42.58
145.37,1.82,0.14,0.73,0.28,2.1,1.72,general,high,0.74,29.6,9.9,7.0,0,0,1.0,20.49
173.18,1.71,0.27,1.0,0.41,0.32,0.39,general,critical,0.62,30.7,16.7,10.2,1,0,1.0,16.03
257.06,2.69,0.08,0.64,0.69,0.18,4.08,luxury,standard,0.81,29.2,4.3,3.6,0,1,1.0,66.55
56.4,2.34,0.17,0.68,0.37,7.04,2.73,furniture,low,0.77,32.9,11.8,7.9,0,0,1.0,13.98
209.81,2.02,0.14,0.26,0.58,8.11,0.13,perishable,high,0.7,29.7,10.9,6.8,0,0,1.2,36.46
122.82,1.4,0.23,0.34,0.34,2.35,0.79,general,high,0.78,29.7,18.1,8.4,0,1,1.0,13.46
151.37,1.82,0.38,0.82,0.23,2.49,1.69,perishable,low,0.83,33.0,28.6,14.7,0,2,1.2,32.34
62.95,1.32,0.13,0.78,0.08,0.95,23.41,furniture,standard,0.72,29.1,6.4,4.6,0,1,1.0,10.11
59.57,1.35,0.08,0.31,0.04,2.32,3.34,perishable,critical,0.74,28.0,5.5,3.7,0,0,1.2,7.77
107.36,1.64,0.62,0.56,0.37,1.6,2.08,general,standard,0.79,27.0,31.6,29.9,0,0,1.0,14.81
105.11,1.74,0.17,0.89,0.29,8.52,2.76,luxury,high,0.8,32.4,11.7,9.6,1,0,1.0,13.25
81.6,1.45,0.19,0.26,0.35,2.39,0.56,general,standard,0.77,34.8,10.6,9.2,0,1,1.0,10.04
80.17,2.16,0.5,0.75,0.27,9.27,5.49,perishable,low,0.9,28.0,34.6,21.2,0,2,1.2,41.23
112.92,1.91,0.29,0.41,0.28,0.92,8.08,general,high,0.75,30.2,20.9,13.1,0,0,1.0,21.77
134.87,1.64,0.04,0.16,0.16,2.86,6.47,general,high,0.74,26.6,2.7,2.0,1,0,1.0,14.4
119.2,1.23,0.08,0.35,0.57,0.59,14.36,furniture,standard,0.87,25.1,5.1,4.5,0,0,1.0,12.96
24.58,2.4,0.42,0.48,0.19,26.72,8.49,general,standard,0.93,29.3,30.0,20.1,0,1,1.0,14.63
107.51,2.45,0.07,0.77,0.15,4.6,2.51,luxury,standard,0.57,24.9,4.8,3.4,1,0,1.0,23.67
176.04,2.36,0.48,0.21,0.09,2.24,0.16,perishable,low,0.85,30.9,30.4,27.1,0,1,1.2,59.97
194.67,1.67,0.64,0.87,0.15,3.4,1.76,medicine,critical,0.82,33.5,44.7,27.3,0,0,1.2,30.07
308.88,2.02,0.01,0.39,0.1,0.12,0.53,medicine,high,0.63,26.4,0.7,0.4,0,0,1.2,43.27
172.59,2.84,0.08,0.24,0.27,0.51,6.5,perishable,standard,0.8,26.5,5.3,3.7,0,0,1.2,37.27
180.6,1.26,0.3,0.43,0.09,7.62,7.86,hazmat,standard,0.62,33.9,22.7,10.9,1,0,1.4,22.85
162.97,2.09,0.13,0.93,0.36,2.59,2.1,medicine,high,0.87,28.6,8.1,7.7,0,1,1.2,30.87
32.53,1.19,0.3,0.61,0.09,1.38,0.58,furniture,high,0.76,32.9,15.4,10.8,1,1,1.0,8.43
215.55,1.95,0.11,0.42,0.13,0.26,5.77,luxury,standard,0.83,32.3,8.6,5.9,1,1,1.0,25.16
152.01,1.49,0.64,0.49,0.16,7.52,1.77,perishable,standard,0.89,28.4,31.6,26.1,0,1,1.2,22.48
53.22,1.17,0.17,0.76,0.52,2.27,2.91,medicine,high,0.61,34.8,9.3,7.1,1,1,1.2,5.94
264.58,1.42,0.52,0.14,0.22,8.33,0.06,medicine,critical,0.86,26.6,27.2,20.1,0,0,1.2,21.52
32.21,1.88,0.38,0.96,0.32,0.46,6.61,general,high,0.9,31.0,25.2,19.9,0,1,1.0,16.52
105.73,2.37,0.08,0.85,0.17,1.92,13.31,perishable,high,0.73,33.7,6.3,4.0,1,0,1.2,34.31
190.97,1.72,0.35,0.9,0.26,5.25,3.33,general,standard,0.96,28.4,23.1,13.1,0,1,1.0,25.08
85.43,1.84,0.25,0.7,0.75,1.59,0.89,perishable,high,0.78,27.5,14.0,13.6,0,2,1.2,29.38
100.62,2.35,0.18,0.63,0.54,2.8,3.58,general,high,0.93,29.9,14.3,10.6,0,0,1.0,17.17
192.56,1.56,0.47,0.41,0.76,5.95,10.58,general,high,0.67,33.9,26.4,25.8,0,0,1.0,17.49
121.78,2.92,0.45,0.37,0.23,3.42,1.76,general,high,0.87,29.8,34.8,20.0,0,0,1.0,33.22
219.47,2.15,0.21,0.18,0.31,6.77,5.21,luxury,high,0.91,27.1,10.3,10.3,1,1,1.0,28.71
185.9,1.79,0.21,0.13,0.49,0.29,7.48,medicine,low,0.95,24.9,16.7,8.1,0,0,1.2,28.38
119.65,1.43,0.5,0.15,0.5,12.59,0.72,luxury,low,0.85,29.9,35.4,19.0,0,0,1.0,14.11
37.99,1.42,0.26,0.26,0.24,29.06,2.44,medicine,high,0.8,33.2,12.8,13.9,1,1,1.2,11.36
73.16,1.39,0.32,0.25,0.32,14.09,0.06,general,standard,0.78,28.9,25.0,17.0,1,1,1.0,11.17
190.09,1.15,0.4,0.81,0.31,1.34,8.12,perishable,standard,0.68,33.6,29.5,21.3,0,0,1.2,12.3
276.5,2.13,0.17,0.19,0.07,14.58,4.35,luxury,low,0.95,29.2,12.9,7.9,1,2,1.0,54.14
18.52,1.41,0.7,0.79,0.15,1.18,1.13,furniture,high,0.75,29.4,52.3,31.9,1,0,1.0,18.38
209.72,2.14,0.24,0.5,0.65,3.5,8.6,furniture,standard,0.83,32.2,13.9,12.9,0,0,1.0,35.26
55.47,1.4,0.08,0.96,0.13,8.08,0.24,perishable,high,0.71,31.4,4.7,4.1,0,0,1.2,8.65
177.37,2.51,0.04,0.64,0.18,5.58,0.27,perishable,high,0.8,27.3,2.6,2.0,0,0,1.2,41.31
264.57,2.01,0.81,0.6,0.09,3.36,0.85,medicine,standard,0.77,27.7,41.9,41.0,0,1,1.2,66.89
212.09,1.09,0.19,0.68,0.17,1.65,1.31,furniture,standard,0.63,29.3,13.2,9.0,0,0,1.0,3.93
40.7,1.92,0.73,0.54,0.65,19.51,4.75,medicine,low,0.65,30.3,42.6,37.2,0,0,1.2,32.65
212.38,1.44,0.44,0.61,0.24,6.0,5.52,general,standard,0.65,28.8,23.8,20.8,1,1,1.0,26.25
107.05,1.41,0.21,0.74,0.39,1.11,0.45,general,high,0.89,29.7,10.6,10.6,1,1,1.0,16.42
144.18,1.29,0.37,0.86,0.53,2.64,8.58,general,standard,0.9,30.1,21.9,13.4,0,0,1.0,12.75
96.08,2.41,0.41,0.93,0.05,2.63,5.87,luxury,critical,0.9,28.7,20.3,19.1,1,0,1.0,18.35
234.85,1.88,0.22,0.72,0.13,11.58,4.17,general,low,0.86,27.9,17.0,10.0,0,1,1.0,43.68
279.32,2.76,0.12,0.93,0.2,0.41,0.05,medicine,standard,0.84,26.0,6.4,6.9,0,0,1.2,75.87
208.05,1.36,0.35,0.59,0.47,1.96,0.4,perishable,standard,0.85,33.8,17.9,17.1,1,1,1.2,16.74
280.11,1.71,0.27,0.31,0.36,0.99,3.23,general,critical,0.9,28.2,14.7,12.4,0,1,1.0,19.05
251.46,2.51,0.39,0.4,0.58,14.88,6.2,medicine,standard,0.7,31.9,20.5,22.1,0,0,1.2,65.29
70.53,1.19,0.33,0.88,0.14,4.26,6.09,perishable,low,0.74,29.5,26.2,14.4,0,0,1.2,14.29
171.62,2.26,0.12,0.68,0.07,5.68,5.55,perishable,low,0.69,29.1,9.1,6.1,0,0,1.2,44.07
192.91,2.12,0.4,0.35,0.29,0.98,1.4,hazmat,standard,0.89,33.8,22.3,21.7,0,0,1.4,44.84
304.94,2.27,0.45,0.62,0.29,3.17,0.56,perishable,low,0.62,35.0,31.1,23.1,0,1,1.2,86.25
244.08,1.06,0.19,0.7,0.08,4.75,0.25,hazmat,low,0.76,31.4,11.9,10.7,1,0,1.4,7.0
92.87,2.6,0.15,1.0,0.16,1.04,2.71,perishable,low,0.93,23.9,7.5,7.9,1,0,1.2,33.6
118.17,2.02,0.18,0.56,0.29,11.14,2.36,furniture,critical,0.85,33.0,13.7,7.6,0,0,1.0,16.21
166.17,1.74,0.05,0.91,0.23,0.02,3.81,luxury,high,0.79,32.4,2.5,2.6,0,0,1.0,15.68
215.39,2.89,0.14,0.41,0.18,0.93,3.73,furniture,high,0.76,27.8,8.6,6.3,1,0,1.0,58.93
159.32,1.15,0.13,0.67,0.06,14.92,7.4,perishable,standard,0.8,30.0,10.1,7.1,1,0,1.2,9.9
207.63,1.95,0.03,0.81,0.03,4.18,5.9,general,low,0.94,34.1,1.6,1.3,0,0,1.0,31.64
145.0,1.77,0.71,0.94,0.52,2.52,3.64,perishable,low,0.87,24.5,42.6,31.0,0,0,1.2,32.4
74.69,1.82,0.28,0.53,0.08,4.14,12.3,general,standard,0.63,34.1,15.5,16.3,0,2,1.0,23.38
96.14,1.02,0.39,0.87,0.57,5.47,2.56,hazmat,high,0.92,24.9,20.9,23.0,1,1,1.4,17.98
130.11,2.87,0.24,0.57,0.38,3.42,12.45,luxury,high,0.77,28.9,14.0,13.0,1,0,1.0,39.28
142.4,1.25,0.65,0.68,0.3,3.32,1.08,general,low,0.74,28.3,40.6,37.5,1,0,1.0,30.02
40.92,1.34,0.31,0.32,0.12,2.49,19.27,perishable,standard,0.95,28.9,23.1,14.0,1,0,1.2,11.08
164.96,2.22,0.33,0.84,0.34,0.6,4.23,furniture,low,0.69,29.4,16.7,15.3,0,0,1.0,41.29
221.33,1.8,0.19,0.97,0.24,0.84,0.04,general,high,0.92,29.1,11.7,6.9,0,0,1.0,26.29
69.17,1.46,0.06,0.8,0.24,1.39,1.21,general,high,0.76,32.7,3.9,2.7,0,0,1.0,5.87
59.06,1.17,0.1,0.34,0.3,7.9,6.63,perishable,standard,0.67,34.7,6.0,4.7,0,0,1.2,6.31
257.51,1.57,0.39,0.17,0.42,2.51,0.76,perishable,standard,0.66,29.4,21.6,17.0,1,0,1.2,29.77
148.29,2.13,0.39,0.15,0.33,7.34,3.57,perishable,high,0.86,32.1,22.8,19.0,0,0,1.2,28.14
175.71,1.83,0.39,0.74,0.47,6.3,3.92,perishable,critical,0.65,26.4,29.7,15.9,0,0,1.2,29.36
108.73,2.22,0.05,0.81,0.49,6.63,0.61,luxury,standard,0.79,32.2,3.7,2.1,0,0,1.0,21.75
68.9,1.59,0.59,0.7,0.55,6.18,4.51,furniture,standard,0.66,26.5,37.2,32.9,0,0,1.0,16.59
205.6,1.53,0.19,0.7,0.39,0.15,0.5,hazmat,standard,0.84,34.1,10.5,7.7,1,0,1.4,28.25
56.59,2.38,0.37,0.93,0.38,10.88,2.18,luxury,standard,0.85,29.3,28.9,20.6,1,1,1.0,36.05
244.84,1.58,0.71,0.5,0.3,2.05,2.0,general,high,0.7,26.9,39.4,37.9,0,0,1.0,23.31
85.99,1.1,0.42,0.54,0.1,6.53,1.09,general,standard,0.98,33.7,33.1,19.5,0,0,1.0,4.9
87.19,1.91,0.21,0.32,0.1,2.41,0.27,hazmat,standard,0.81,26.3,15.8,8.9,1,1,1.4,22.45
182.94,1.58,0.51,1.0,0.2,4.4,0.96,general,critical,0.86,26.8,27.7,27.3,1,0,1.0,20.83
282.25,2.01,0.2,0.95,0.33,4.04,2.95,medicine,high,0.9,32.3,13.1,7.9,1,0,1.2,45.8
77.94,1.38,0.02,0.31,0.58,15.1,3.35,hazmat,standard,0.69,30.3,1.0,0.7,1,0,1.4,10.67
55.15,2.58,0.14,0.3,0.1,10.54,0.09,perishable,standard,0.74,26.4,11.2,5.4,1,0,1.2,21.2
143.75,1.71,0.41,0.8,0.4,10.89,7.17,luxury,standard,0.65,26.2,26.9,15.3,0,1,1.0,26.45
162.89,1.41,0.41,0.27,0.7,25.16,8.32,perishable,standard,0.86,28.2,20.2,24.4,0,0,1.2,20.59
130.58,1.44,0.34,0.28,0.5,4.38,3.37,medicine,high,0.83,34.8,19.6,12.0,1,0,1.2,21.76
241.88,1.6,0.74,0.87,0.47,5.63,15.85,medicine,standard,0.61,29.1,41.3,38.3,0,0,1.2,38.84
128.65,1.53,0.04,0.63,0.32,6.45,24.04,hazmat,high,0.68,28.4,2.8,1.9,0,0,1.4,17.36
219.87,2.07,0.01,0.35,0.28,2.56,0.36,furniture,standard,0.67,26.8,0.6,0.4,1,0,1.0,26.99
33.58,1.58,0.61,0.46,0.46,1.69,13.14,perishable,standard,0.91,31.0,47.3,24.7,0,1,1.2,16.22
135.42,1.29,0.41,0.25,0.47,7.81,2.35,general,critical,0.7,32.2,23.6,15.5,0,0,1.0,14.57
66.72,2.31,0.59,0.63,0.36,3.1,3.75,perishable,standard,0.79,26.7,47.4,25.4,0,2,1.2,32.79
181.02,1.31,0.11,0.24,0.13,0.03,1.47,perishable,standard,0.74,28.2,8.6,4.1,0,2,1.2,24.17
125.88,1.29,0.78,0.39,0.29,2.06,1.16,hazmat,critical,0.7,25.6,49.7,29.9,0,1,1.4,17.85
177.98,1.05,0.45,0.97,0.56,1.3,8.04,luxury,high,0.9,24.5,32.3,16.7,0,1,1.0,12.86
44.4,2.92,0.03,0.61,0.62,5.51,4.75,perishable,critical,0.91,26.9,1.7,1.6,0,2,1.2,17.83
131.17,1.63,0.13,0.41,0.21,7.77,7.43,perishable,high,0.85,32.3,10.0,7.4,0,0,1.2,19.6
159.63,1.6,0.2,0.93,0.46,3.15,0.15,hazmat,standard,0.79,28.3,15.7,11.3,1,2,1.4,24.92
108.11,1.96,0.36,0.43,0.56,4.36,14.15,general,low,0.77,36.0,21.8,13.1,0,0,1.0,28.8
113.65,1.13,0.79,0.75,0.33,0.03,3.7,perishable,standard,0.85,25.3,61.3,44.1,0,0,1.2,22.17
161.97,1.77,0.29,0.4,0.31,3.31,4.41,general,high,0.68,28.5,22.6,16.8,1,1,1.0,25.28
241.65,1.41,0.15,0.37,0.09,2.07,0.4,perishable,standard,0.69,32.2,11.2,5.5,0,0,1.2,17.28
125.31,1.44,0.2,0.53,0.36,12.3,2.31,luxury,critical,0.85,28.5,13.9,9.3,0,0,1.0,10.02
176.73,2.38,0.54,0.6,0.36,20.86,2.89,general,low,0.9,26.6,36.1,23.4,1,0,1.0,56.56
133.44,1.93,0.29,0.49,0.31,0.28,8.19,general,high,0.74,28.2,14.3,11.1,1,1,1.0,18.27
98.76,2.75,0.1,0.85,0.36,2.06,0.31,perishable,high,0.92,24.9,6.0,4.5,0,2,1.2,38.08
195.0,2.24,0.2,0.72,0.26,1.15,2.05,furniture,low,0.91,31.1,11.0,11.5,0,0,1.0,32.39
131.84,1.09,0.5,0.97,0.03,2.37,2.21,general,standard,0.91,30.6,32.6,25.3,0,2,1.0,13.33
219.92,1.02,0.14,0.44,0.23,7.58,4.28,luxury,high,0.67,28.9,8.2,6.7,1,2,1.0,5.1
130.36,1.2,0.23,0.59,0.6,2.42,5.09,general,high,0.76,30.3,11.9,9.3,0,0,1.0,3.85
128.61,1.83,0.33,0.88,0.15,18.79,3.66,perishable,high,0.86,33.2,23.3,14.7,0,0,1.2,23.79
144.5,1.48,0.17,0.35,0.34,6.97,3.87,general,low,0.62,24.5,9.3,6.3,0,2,1.0,23.28
56.26,2.44,0.24,0.77,0.21,0.96,0.12,luxury,standard,0.69,33.7,18.9,10.2,0,0,1.0,18.46
193.53,2.86,0.18,0.63,0.04,20.39,2.16,general,critical,0.8,29.6,14.1,7.8,1,0,1.0,35.44
136.03,1.78,0.3,0.63,0.11,0.39,1.85,medicine,standard,0.59,26.6,17.4,13.2,1,1,1.2,25.11
181.88,1.99,0.58,0.34,0.47,8.48,2.13,luxury,high,0.68,34.2,41.5,32.8,0,1,1.0,29.41
190.39,2.02,0.61,0.34,0.54,0.38,3.76,medicine,critical,0.77,25.7,33.3,33.6,1,1,1.2,44.7
232.17,1.39,0.61,0.94,0.12,0.6,13.03,perishable,standard,0.69,35.6,46.8,22.8,0,0,1.2,19.0
48.7,1.27,0.01,0.14,0.5,0.36,2.9,medicine,low,0.78,24.5,0.7,0.4,0,0,1.2,6.48
62.09,1.1,0.21,0.59,0.29,6.55,1.22,medicine,low,0.66,32.2,16.6,9.6,1,0,1.2,5.66
75.24,1.77,0.22,0.72,0.21,6.55,0.72,luxury,high,0.71,30.5,15.2,7.7,0,0,1.0,6.48
174.03,1.89,0.39,0.26,0.34,10.84,1.42,perishable,standard,0.72,29.4,28.1,19.2,0,0,1.2,36.18
139.43,1.42,0.27,0.58,0.19,3.8,5.31,perishable,standard,0.93,25.3,14.5,12.9,0,0,1.2,14.36
36.02,1.89,0.44,0.91,0.45,2.56,0.39,perishable,high,0.67,32.5,30.2,16.9,0,0,1.2,16.32
229.21,2.21,0.44,0.83,0.51,1.08,1.98,general,critical,0.77,31.6,29.2,21.3,0,1,1.0,37.28
104.64,1.42,0.13,0.89,0.1,0.09,4.16,perishable,high,0.84,31.8,9.5,5.4,0,0,1.2,12.49
99.96,2.07,0.41,0.47,0.31,5.14,2.47,perishable,standard,0.82,26.7,28.2,17.5,0,0,1.2,24.25
90.8,1.34,0.3,0.66,0.43,4.7,1.34,perishable,standard,0.9,30.1,16.8,16.4,0,0,1.2,12.86
52.92,1.72,0.31,0.27,0.26,0.08,0.05,luxury,high,0.93,26.3,20.0,12.0,0,1,1.0,11.97
72.63,1.83,0.49,0.88,0.12,2.7,3.53,hazmat,high,0.85,28.1,36.8,22.1,0,0,1.4,28.77
76.22,1.23,0.35,0.24,0.23,5.59,2.41,general,standard,0.67,26.9,22.0,17.4,0,0,1.0,7.66
192.89,1.73,0.26,0.21,0.54,1.38,1.54,furniture,standard,0.87,31.0,14.6,11.2,0,2,1.0,25.0
138.39,1.03,0.46,0.83,0.2,0.84,1.76,hazmat,low,0.67,32.7,32.5,25.8,0,1,1.4,22.84
128.13,2.87,0.4,0.42,0.25,5.35,0.68,general,standard,0.73,33.9,30.9,17.3,0,0,1.0,39.7
181.6,1.61,0.81,0.76,0.3,9.78,2.11,luxury,low,0.53,31.6,51.4,32.6,0,3,1.0,46.55
203.93,2.12,0.46,0.98,0.07,3.27,5.99,furniture,standard,0.68,31.0,32.0,19.4,0,1,1.0,33.3
208.52,1.86,0.29,0.41,0.24,6.3,5.82,general,critical,0.83,26.8,17.5,12.9,1,0,1.0,22.44
166.53,2.15,0.16,0.95,0.5,9.16,1.33,luxury,standard,0.74,31.0,11.9,6.7,0,2,1.0,31.12
212.45,1.53,0.13,0.33,0.18,6.82,1.35,furniture,high,0.72,30.2,9.9,7.1,0,0,1.0,16.61
222.96,1.56,0.25,0.8,0.58,13.82,1.72,luxury,critical,0.66,34.7,15.4,12.5,0,2,1.0,26.84
205.29,2.13,0.34,0.6,0.33,0.22,10.64,perishable,standard,0.93,27.7,23.6,13.7,1,0,1.2,44.15
49.51,1.82,0.07,0.8,0.17,14.98,1.43,luxury,high,0.88,29.7,4.5,2.9,1,0,1.0,11.85
158.85,2.42,0.47,0.32,0.34,12.7,0.47,furniture,high,0.95,25.8,27.9,27.9,0,0,1.0,29.57
115.69,1.77,0.07,0.8,0.41,15.19,8.28,general,standard,0.74,26.2,4.1,4.1,0,0,1.0,18.05
49.18,1.38,0.11,0.75,0.36,10.41,5.19,general,standard,0.89,29.1,6.5,4.5,1,0,1.0,4.1
79.51,1.56,0.43,0.19,0.25,3.22,0.33,furniture,standard,0.92,28.0,32.9,23.4,0,0,1.0,8.34
220.43,1.4,0.4,0.66,0.05,0.72,8.63,hazmat,standard,0.85,33.6,21.8,20.8,0,0,1.4,33.08
113.65,2.44,0.24,0.45,0.17,12.44,8.23,luxury,low,0.83,30.9,13.9,12.4,0,0,1.0,37.84
124.92,1.27,0.36,0.89,0.44,2.23,1.21,hazmat,standard,0.85,26.0,21.7,15.6,0,3,1.4,28.47
92.17,1.29,0.46,0.4,0.23,18.61,0.24,luxury,high,0.54,31.0,29.8,17.0,0,0,1.0,9.79
213.33,1.8,0.3,0.74,0.27,1.64,3.85,hazmat,critical,0.76,30.1,19.6,17.6,1,0,1.4,28.16
141.36,1.15,0.66,0.63,0.6,3.1,2.29,luxury,standard,0.86,33.8,38.7,30.4,0,0,1.0,9.73
214.57,2.9,0.42,0.66,0.17,5.1,14.39,hazmat,high,0.96,24.4,32.2,23.0,1,0,1.4,100.84
237.01,1.41,0.42,0.22,0.31,1.89,3.09,general,high,0.91,33.7,26.0,18.5,0,1,1.0,18.06
38.78,1.84,0.1,0.31,0.23,12.28,2.67,luxury,critical,0.64,33.3,7.3,3.7,0,2,1.0,15.4
69.96,1.64,0.72,0.68,0.31,0.01,4.21,general,standard,0.88,28.9,46.8,26.1,0,0,1.0,13.64
185.59,1.97,0.56,0.13,0.11,5.33,6.5,perishable,low,0.87,36.8,36.4,25.0,1,0,1.2,53.06
45.75,1.23,0.26,0.91,0.83,1.86,13.04,perishable,standard,0.91,27.0,20.2,13.3,1,0,1.2,6.99
165.57,1.67,0.01,0.75,0.15,0.86,9.66,general,critical,0.92,36.6,0.5,0.6,0,2,1.0,17.12
181.09,2.48,0.08,0.17,0.23,10.82,2.41,hazmat,standard,0.86,26.8,5.4,3.8,1,0,1.4,34.24
62.29,2.08,0.56,0.63,0.6,6.7,5.05,perishable,standard,0.88,29.1,31.5,28.1,1,0,1.2,29.3
151.67,1.24,0.24,1.0,0.29,2.75,15.69,perishable,high,0.85,26.8,17.3,10.0,1,0,1.2,18.47
221.7,2.1,0.61,0.18,0.53,13.71,0.04,perishable,critical,0.76,32.3,34.3,28.2,0,0,1.2,47.59
97.08,1.52,0.14,0.12,0.44,1.54,0.25,perishable,high,0.67,31.2,7.9,7.6,1,1,1.2,9.95
103.84,1.51,0.72,0.42,0.2,1.81,1.97,medicine,standard,0.81,30.6,51.1,27.0,1,1,1.2,38.01
15.45,2.28,0.3,0.52,0.42,1.94,3.3,perishable,standard,0.72,28.8,20.1,17.9,1,0,1.2,14.16
152.91,1.21,0.55,0.6,0.2,2.79,8.02,luxury,critical,0.8,30.6,27.0,23.8,0,0,1.0,17.36
33.29,1.58,0.05,0.51,0.38,2.45,0.33,furniture,standard,0.73,32.2,3.6,2.2,0,0,1.0,5.22
